id,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
H9aG9NV6Wae3ATv7xapsyAYdIJy2,0.404863566160202,0.022370532155036926,1683.3197322439332,1541.3948669641484,2911.1919202302633,0.20436222391917294,-544.8350830078125,54.63172912597656,-5.592531204223633,21.477497100830078,3.452946424484253,-14.402629852294922,-12.180839538574219,-9.623503684997559,-9.337059020996094,-2.1172409057617188,-4.826813220977783,-10.101308822631836,-4.306370258331299,-4.318484306335449,-8.284149169921875,-6.961484909057617,-5.493886470794678,-4.228964805603027,-0.09390545636415482,-4.8265604972839355
H9aG9NV6Wae3ATv7xapsyAYdIJy2,0.32346346974372864,0.026186242699623108,1907.1346621619211,1608.5202007807634,3281.6202799479165,0.1787772472993827,-532.8999633789062,56.486026763916016,-6.414050579071045,9.216191291809082,-14.754096031188965,-13.853179931640625,-3.299024820327759,0.08031924813985825,-20.641342163085938,-8.808661460876465,5.007258892059326,3.1014492511749268,0.7875258326530457,-13.667885780334473,-5.879974365234375,1.753186583518982,-3.7016115188598633,-7.445532321929932,-4.000107765197754,-5.904862880706787
H9aG9NV6Wae3ATv7xapsyAYdIJy2,0.39538612961769104,0.03761729970574379,2007.0814912208432,1791.075678790173,3713.5745337701615,0.23490108366935483,-490.3939514160156,48.74552917480469,-5.225589275360107,17.544782638549805,-26.56805419921875,-25.229839324951172,-4.800363540649414,2.072910785675049,-8.999955177307129,-4.774125099182129,-4.147826194763184,-3.375182628631592,-3.327925682067871,-4.358945369720459,2.600156307220459,-1.097652792930603,-1.17290461063385,-4.841852188110352,-5.497003555297852,-8.003615379333496
aJd51HXh44cpgSDg2EtCRINtiKD2,0.16209088265895844,0.03562692180275917,843.3657290003403,679.3123322409259,1517.2782466096698,0.06542354559748427,-510.266357421875,46.396331787109375,-23.740434646606445,26.96882438659668,13.701274871826172,-11.89256763458252,-14.417842864990234,-4.959904670715332,-11.340221405029297,-4.647853851318359,-9.735050201416016,-12.544235229492188,1.4142699241638184,-8.400099754333496,-4.667675018310547,0.5090892910957336,-5.141815185546875,-3.5984888076782227,-3.062164306640625,-3.4135727882385254
aJd51HXh44cpgSDg2EtCRINtiKD2,0.2559918165206909,0.027406511828303337,1458.0886996821584,1241.3806232583186,2602.7818023181353,0.08947954021516394,-465.8294982910156,45.20446014404297,-14.882561683654785,37.643672943115234,5.165037155151367,-7.882604598999023,-11.401714324951172,-3.928821563720703,-7.522234916687012,-8.215750694274902,-11.073662757873535,-10.065905570983887,1.2044037580490112,-11.953551292419434,-6.676896095275879,-3.6030824184417725,-8.674660682678223,-6.996847629547119,-4.5263237953186035,-2.3597352504730225
aJd51HXh44cpgSDg2EtCRINtiKD2,0.23394736647605896,0.07368861883878708,1244.2591186107454,1016.4996534431826,2038.846004710478,0.08301499310661764,-497.845947265625,65.89319610595703,37.0201416015625,27.208972930908203,5.4124908447265625,6.676198959350586,-12.48845386505127,-8.254510879516602,-12.976238250732422,-10.364474296569824,-9.381689071655273,-15.400093078613281,-5.437267303466797,-12.272010803222656,-9.719827651977539,-10.416404724121094,-8.320055961608887,-8.734383583068848,-10.854432106018066,-4.336856842041016
3qA9Ym3caTbMsegKE0yUvLdapHi1,0.28227123618125916,0.011055725626647472,1255.7090612563056,1198.2665812007701,2195.5367238898025,0.11519582648026316,-647.2662353515625,115.46649932861328,37.1810417175293,23.268901824951172,-6.15112829208374,-33.24752426147461,-20.847270965576172,-2.155867099761963,-13.194204330444336,-10.389095306396484,1.026027798652649,-3.21627140045166,-7.80217170715332,-6.021731853485107,-2.823765277862549,-6.7481255531311035,-9.139313697814941,-11.137253761291504,-11.303211212158203,-10.464371681213379
3qA9Ym3caTbMsegKE0yUvLdapHi1,0.2872057557106018,0.006029168609529734,1476.3382131888577,1609.7672096053195,2891.351391895708,0.18904426298945784,-705.7172241210938,95.85603332519531,33.885189056396484,6.093210220336914,-6.500603675842285,-16.339977264404297,-14.278958320617676,-11.92680549621582,-14.420116424560547,-9.451226234436035,-2.0164434909820557,-2.2725648880004883,-4.3774566650390625,-4.375019550323486,-5.9120988845825195,-8.41916561126709,-8.0107421875,-6.569181442260742,-6.961811065673828,-5.712181091308594
3qA9Ym3caTbMsegKE0yUvLdapHi1,0.2879231870174408,0.006561214104294777,1243.8884692085069,1252.9745754776732,2262.1671811995966,0.16878150201612904,-681.6364135742188,142.97091674804688,35.31368637084961,-10.793927192687988,-26.018442153930664,-25.086328506469727,-8.181620597839355,-1.792401909828186,-10.263863563537598,-12.597654342651367,-12.256237030029297,-9.909476280212402,-1.2676167488098145,2.1747751235961914,-0.37287193536758423,-2.203338384628296,-3.096885919570923,-5.967464923858643,-7.359257698059082,-8.453195571899414
Kj5Pw7GpqlhOhtfYKysgdFZcijG3,0.322834849357605,0.01716994307935238,1042.387623592069,1290.6895077935446,1834.9243486147757,0.08925755483179419,-506.3262023925781,106.74488830566406,15.015981674194336,18.91075897216797,-5.010735511779785,-17.387981414794922,-20.48826789855957,-15.139333724975586,-13.30774211883545,-21.040023803710938,-20.572965621948242,-15.346122741699219,-12.305071830749512,-10.988372802734375,2.027240037918091,-2.388216733932495,-4.98089599609375,2.703310251235962,-7.287484169006348,-6.23890495300293
Kj5Pw7GpqlhOhtfYKysgdFZcijG3,0.32931238412857056,0.04063459858298302,1090.3001250839477,1255.7340586770579,2182.1002666766826,0.07643479567307693,-451.0533447265625,86.08573150634766,11.518035888671875,34.36316680908203,9.134342193603516,-16.327476501464844,-5.708712100982666,-4.705006122589111,-13.51706600189209,-17.566415786743164,-19.484907150268555,-16.433513641357422,-16.84347152709961,-18.47918128967285,-3.217651128768921,-4.553762435913086,-13.8316650390625,-3.108633279800415,-2.1218972206115723,-7.134687900543213
Kj5Pw7GpqlhOhtfYKysgdFZcijG3,0.32887759804725647,0.032136470079422,869.4702230022676,970.951938022292,1392.8847092848557,0.08452765496222528,-459.2330017089844,99.26036834716797,31.238243103027344,4.793152809143066,-10.662386894226074,-20.74539566040039,-15.05513858795166,-7.308605670928955,-9.444826126098633,-16.034502029418945,-19.68719482421875,-18.66457176208496,-14.263062477111816,-7.989980220794678,-0.15676507353782654,1.6230790615081787,-1.998278260231018,-2.767671823501587,-2.876387119293213,-4.257812023162842
yT2MdQkNRvMvI418P1AQ2SystgE3,0.2618524730205536,0.0567052997648716,1473.2086222454463,1671.1156765829094,3210.2046658800423,0.08373244752579738,-408.8834533691406,85.77854919433594,22.22129249572754,69.04025268554688,23.927289962768555,-13.507062911987305,-32.85594177246094,7.627505779266357,-23.646968841552734,-36.243289947509766,-7.606492042541504,-0.7973017692565918,-13.301077842712402,-16.571697235107422,9.762444496154785,-8.249258041381836,-10.350933074951172,-6.355724811553955,-7.128262996673584,-5.989521503448486
yT2MdQkNRvMvI418P1AQ2SystgE3,0.266927033662796,0.05017346143722534,1205.5994526071333,1645.8932779794372,2400.9521484375,0.06041546421503958,-433.037841796875,58.75645065307617,37.37178039550781,51.363990783691406,9.613061904907227,8.243095397949219,-7.233340263366699,2.858320474624634,-21.135028839111328,-16.101104736328125,-2.8441848754882812,-17.13275146484375,-10.563248634338379,-8.506722450256348,-5.188608169555664,-14.979971885681152,-7.987284183502197,-2.1193811893463135,-10.114667892456055,-8.661850929260254
yT2MdQkNRvMvI418P1AQ2SystgE3,0.2966124713420868,0.04322544112801552,1072.3754234199403,1112.7627500669203,1553.49140625,0.084822265625,-495.0450744628906,76.97075653076172,47.19056701660156,24.002429962158203,0.7695956826210022,-5.620023250579834,-9.250078201293945,-5.11919641494751,-4.557984828948975,-7.648726463317871,-10.105441093444824,-12.819872856140137,-12.449746131896973,-9.703873634338379,-5.248898506164551,-4.138370037078857,-2.4351840019226074,-1.4748188257217407,-3.1190011501312256,-4.402578353881836
AwfC9BfTQ1WYby8bEH1rzosHHN42,0.27507418394088745,0.09229984879493713,2167.040676986742,1558.6403338060502,3855.3217224196537,0.14425119746600742,-303.7983093261719,98.15775299072266,-73.29717254638672,95.19210052490234,-2.234218120574951,-20.55167007446289,-2.2518062591552734,-31.39780044555664,-4.739828586578369,-9.749960899353027,-20.011085510253906,-2.9584851264953613,-3.8825602531433105,2.6509082317352295,5.765634059906006,-11.324068069458008,-8.821805000305176,1.7646162509918213,-0.36865338683128357,-20.66444206237793
AwfC9BfTQ1WYby8bEH1rzosHHN42,0.23141127824783325,0.09429444372653961,2052.3068818317447,1789.7888181502854,4026.148343060906,0.09686804679197662,-360.3897399902344,48.46127700805664,-4.518792629241943,101.1853256225586,-7.537805557250977,-30.269622802734375,17.45547866821289,-13.873636245727539,-13.229632377624512,-2.7938456535339355,-18.070636749267578,1.9037634134292603,-4.376672744750977,-19.982013702392578,-4.947887897491455,-9.971116065979004,-13.942893981933594,-12.955238342285156,3.5637102127075195,4.248563766479492
AwfC9BfTQ1WYby8bEH1rzosHHN42,0.19564253091812134,0.07305210083723068,882.4575289622641,1200.856914944932,1359.0082411159601,0.048591899158354115,-409.4801330566406,83.0667495727539,38.67940139770508,18.348031997680664,-10.315592765808105,-6.124014854431152,0.9500534534454346,-8.149428367614746,-10.075420379638672,-7.584564208984375,-15.496785163879395,-10.074410438537598,-8.356496810913086,-13.942150115966797,-5.85572624206543,-5.02748966217041,0.2675663232803345,5.031338691711426,2.4273674488067627,-1.0798474550247192
zM5GsorprLYElGQ3uJwnU0g0Fwr1,0.2754668593406677,0.08403400331735611,1370.1298344585728,1403.4389749028126,2505.2470679422026,0.1008691880309466,-382.9489440917969,89.3450927734375,-1.900713324546814,25.130645751953125,-0.26153993606567383,-16.988683700561523,-13.724607467651367,-3.5486912727355957,-10.67705249786377,-13.237178802490234,-9.89981460571289,-17.10506820678711,-11.097574234008789,-12.05042552947998,-6.613256454467773,-0.7085620760917664,-10.094388008117676,-3.7301900386810303,-3.70501446723938,-10.99443244934082
zM5GsorprLYElGQ3uJwnU0g0Fwr1,0.3094996213912964,0.07045170664787292,1809.3433053788074,1665.8763528119505,3385.3643227199773,0.15210772280966767,-384.35272216796875,68.3182601928711,-7.355000972747803,12.418936729431152,4.47516393661499,-5.704061985015869,-12.352042198181152,-1.9636540412902832,-9.354273796081543,-12.562983512878418,-3.4169771671295166,-9.932478904724121,-9.344160079956055,-8.060147285461426,-8.429718971252441,-5.220819473266602,-6.934630870819092,-7.414522171020508,-4.343489646911621,-5.421433925628662
zM5GsorprLYElGQ3uJwnU0g0Fwr1,0.2575559616088867,0.051146864891052246,1430.5611812437653,1655.0233040532155,2861.2940971097796,0.0947885463892487,-429.8106384277344,69.02739715576172,0.5356590747833252,14.398695945739746,11.364093780517578,-12.955113410949707,-10.646160125732422,-0.9939371347427368,-12.15711784362793,-15.409734725952148,-8.421829223632812,-11.738948822021484,-11.324036598205566,-3.3526055812835693,-6.170900344848633,-11.558167457580566,-6.512086868286133,-0.713099479675293,-3.6231870651245117,-5.433928966522217
C4DdlIxnpLRtDrdGt97s67gtVJo2,0.2970264256000519,0.07952997088432312,1404.1181049426102,1309.8516127636397,2466.663526452106,0.09690525220788043,-385.4345397949219,93.18746948242188,-5.087581634521484,18.7285213470459,1.3613182306289673,-14.148630142211914,-27.41037940979004,-15.45255184173584,-20.83749008178711,-11.497374534606934,-7.248803615570068,-1.2012488842010498,7.827811241149902,-14.645586013793945,1.755509614944458,-3.083864688873291,-13.6754789352417,-1.7523833513259888,-10.744006156921387,-9.964963912963867
C4DdlIxnpLRtDrdGt97s67gtVJo2,0.349149227142334,0.048900824040174484,1965.221210037582,1728.842037894534,3589.916240985577,0.15457732371794872,-471.3810119628906,43.642578125,-3.081404209136963,36.01955795288086,-7.536105155944824,-16.4017333984375,-18.49081039428711,-10.1840181350708,-10.509574890136719,-7.411435604095459,-1.4292916059494019,-5.482262134552002,4.478724479675293,-4.942869663238525,-4.430508613586426,-0.48865145444869995,-9.382575988769531,-4.559658527374268,-3.3971729278564453,-4.533714771270752
C4DdlIxnpLRtDrdGt97s67gtVJo2,0.3510044515132904,0.07284653931856155,1499.942886123829,1447.9413213207895,2641.5622877038045,0.12173063858695653,-426.5047912597656,80.93445587158203,7.267123222351074,10.97266674041748,-12.385891914367676,-20.389076232910156,-9.333292961120605,-9.479338645935059,-12.10584831237793,-4.363271713256836,-4.8687615394592285,-2.6188933849334717,-1.8376251459121704,-9.973462104797363,-2.2956583499908447,-0.4764900207519531,-7.8377275466918945,-7.85437536239624,-3.4896504878997803,-6.960049152374268
v4G9xCIR9DdWAiFRSNd4XbwPUP32,0.4840506315231323,0.027873670682311058,1737.5448751439328,1565.8656137046476,3187.144775390625,0.11298828125,-401.4579162597656,80.86299896240234,-7.41076135635376,0.8000923991203308,-8.028315544128418,4.178470134735107,0.6571542024612427,-2.1294758319854736,-10.797929763793945,-11.260014533996582,-2.654085397720337,-6.214335918426514,-8.214207649230957,-5.373110294342041,1.2802975177764893,-4.420371055603027,-8.229278564453125,-3.774568796157837,-4.94872522354126,-7.446239471435547
v4G9xCIR9DdWAiFRSNd4XbwPUP32,0.3905830383300781,0.048249319195747375,2029.99199845986,1728.9113838347412,3885.9580993652344,0.13523356119791666,-343.6158752441406,85.93060302734375,-14.272021293640137,40.894683837890625,-18.298627853393555,6.618208408355713,-17.44375991821289,-11.236895561218262,-16.431589126586914,-18.243160247802734,-6.101956844329834,-3.806471824645996,-3.205947160720825,-9.47098445892334,1.463854193687439,-8.689339637756348,-3.495065689086914,-5.401090145111084,-8.709967613220215,-5.741750240325928
v4G9xCIR9DdWAiFRSNd4XbwPUP32,0.34936201572418213,0.05846600979566574,1224.4126999451912,1155.9809975340206,1860.398533033288,0.08396314538043478,-360.8214111328125,102.26803588867188,-6.051368236541748,-15.702644348144531,-8.146395683288574,5.049393177032471,-7.405582427978516,-22.8408260345459,-16.394634246826172,-5.207531929016113,-0.21427594125270844,-5.681910514831543,-9.790582656860352,-6.412452220916748,1.3024647235870361,-3.352041721343994,-9.391546249389648,-3.34355092048645,-0.2096744179725647,-1.9116315841674805
XPPJ9BJ5sTQs7BHmMHjD4A0bBlL2,0.2561371624469757,0.06940427422523499,1437.97862125617,1930.4722567212525,3091.3118293486446,0.05220223935514787,-307.3228759765625,112.47840881347656,8.049233436584473,55.67267990112305,7.85306978225708,-21.735326766967773,-16.43146514892578,-15.77445125579834,-7.6406331062316895,-14.660490989685059,-22.30239486694336,-4.048494815826416,4.10049295425415,-15.172272682189941,-0.275095671415329,-1.175982117652893,-8.450925827026367,5.191215991973877,-13.256327629089355,-0.7533159255981445
XPPJ9BJ5sTQs7BHmMHjD4A0bBlL2,0.23972490429878235,0.06787090748548508,1502.0337728189977,2127.305934564413,3709.865043089562,0.05156596774770905,-334.44915771484375,94.39982604980469,23.014883041381836,69.60449981689453,7.61378812789917,-22.649824142456055,3.0374605655670166,-2.7633771896362305,-17.28470230102539,-0.7384768724441528,-13.388195037841797,-8.297354698181152,4.815340042114258,-23.534343719482422,-10.664823532104492,0.42796605825424194,-17.111841201782227,-7.377082347869873,-11.033832550048828,2.199815511703491
XPPJ9BJ5sTQs7BHmMHjD4A0bBlL2,0.22773179411888123,0.05974303558468819,1276.1560841504022,2063.0616577619835,2009.565193007442,0.04539780772523709,-378.7749328613281,120.49710083007812,55.38671112060547,28.5106258392334,-2.7490408420562744,-16.661462783813477,-9.030790328979492,-4.3133864402771,-1.1086207628250122,1.4232943058013916,-2.8851869106292725,-9.001150131225586,-9.784393310546875,-15.889184951782227,-12.1311616897583,-3.5002214908599854,-10.263686180114746,-6.258642196655273,-4.386197090148926,-3.311353921890259
IHOunHyVaoO7AR6Z0QJgIa31BvS2,0.29084572196006775,0.0589551217854023,2424.541424694333,2465.303059807347,4796.80633005742,0.14250738460689047,-302.6622009277344,79.05231475830078,-1.0733991861343384,5.979991912841797,-6.74998140335083,-6.133383750915527,-17.93039894104004,-7.149706840515137,-22.594816207885742,-18.485937118530273,-27.708091735839844,-7.316665172576904,-10.860908508300781,-0.4092601239681244,-6.374792098999023,-9.528194427490234,-8.55088996887207,-13.08384895324707,-11.348519325256348,-4.465768337249756
IHOunHyVaoO7AR6Z0QJgIa31BvS2,0.2454392910003662,0.05451756343245506,2512.629639323558,2582.766665224798,5288.36328125,0.1331987847222222,-279.49652099609375,68.30757141113281,0.40746310353279114,21.16152000427246,-0.9357542395591736,-4.998016357421875,-4.4709086418151855,3.664036989212036,-27.45134735107422,-15.118016242980957,-24.55238151550293,-12.499309539794922,-14.504416465759277,-1.0665318965911865,-4.718660354614258,-10.966825485229492,-9.774885177612305,-10.212332725524902,-13.404754638671875,-9.878135681152344
IHOunHyVaoO7AR6Z0QJgIa31BvS2,0.2959144115447998,0.04504074156284332,2154.278953605352,2412.6197327449663,4305.5288563603945,0.11835247537364131,-335.91522216796875,85.46501922607422,15.355485916137695,-0.9938992857933044,-20.64497947692871,-0.646243155002594,-23.15399742126465,-9.821828842163086,-23.604158401489258,-14.281551361083984,-21.219751358032227,-11.083344459533691,-10.896138191223145,-1.7550616264343262,-9.193151473999023,-10.06403923034668,-5.798489570617676,-10.570116996765137,-11.47017765045166,-1.2599074840545654
zGjGkKCAjkdA9S3aSreocxkWf0C2,0.3229754865169525,0.09471344947814941,1724.229667506578,1700.4210891421033,3395.1927568511696,0.10070102632149047,-332.54949951171875,100.5247802734375,-3.792469024658203,68.51004791259766,18.078838348388672,-27.529266357421875,-56.25035095214844,9.084532737731934,-11.225349426269531,-24.600278854370117,-4.564112663269043,-23.207609176635742,4.809189319610596,-16.613990783691406,-2.642205238342285,-2.1278767585754395,-14.390738487243652,10.261046409606934,-5.203412055969238,-9.24116325378418
zGjGkKCAjkdA9S3aSreocxkWf0C2,0.2932168245315552,0.0628432035446167,2912.118809386463,1981.0514481137066,4996.927347715736,0.1962266021573604,-349.59405517578125,32.39472961425781,0.33552804589271545,61.49309539794922,-13.61534309387207,10.962482452392578,-11.425821304321289,1.6674606800079346,-10.110386848449707,-20.237619400024414,2.6482810974121094,-12.14821720123291,-13.030105590820312,-16.385990142822266,0.7486732006072998,-5.004164218902588,-15.168034553527832,-5.947795867919922,0.9077098965644836,-9.923096656799316
zGjGkKCAjkdA9S3aSreocxkWf0C2,0.2671324908733368,0.12459281086921692,722.4651937087484,965.3146334872133,999.4052662568934,0.04143876788996849,-362.5212097167969,148.28416442871094,70.55694580078125,39.9481315612793,-13.796595573425293,-26.830862045288086,-21.943607330322266,-10.462211608886719,-12.315128326416016,-2.0843122005462646,-5.892688751220703,-13.722071647644043,-7.180566787719727,-16.870603561401367,-15.438170433044434,-9.966850280761719,-8.077872276306152,-10.230786323547363,-1.3738269805908203,-1.3759970664978027
