id,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
H9aG9NV6Wae3ATv7xapsyAYdIJy2,0.43645191192626953,0.015491006895899773,2263.3407102595625,1579.9028873511854,3714.1987920964807,0.2185501049251618,-489.455810546875,50.10435485839844,4.566741466522217,0.39479532837867737,-22.490224838256836,6.6135125160217285,2.805058717727661,0.6064618229866028,-11.657026290893555,-2.8927721977233887,-0.118647500872612,-4.729021072387695,0.017249690368771553,-9.589527130126953,-5.408768177032471,-3.0691380500793457,-0.03962169215083122,-3.441838026046753,-1.543338656425476,-1.2783950567245483
H9aG9NV6Wae3ATv7xapsyAYdIJy2,0.4597965180873871,0.0242037121206522,1386.1234745780926,1304.7412663283624,2459.726750300481,0.14743714943910258,-521.7163696289062,113.7227554321289,19.995380401611328,-10.815009117126465,-9.695321083068848,-4.348480224609375,-4.617099285125732,-6.416165351867676,-7.145620346069336,-4.773449420928955,-2.4872148036956787,-1.9605258703231812,-3.146280527114868,-7.0845441818237305,-6.626614570617676,-5.502754211425781,-4.962977886199951,-3.7822275161743164,-3.878883123397827,-3.925481081008911
aJd51HXh44cpgSDg2EtCRINtiKD2,0.19031836092472076,0.0017292643897235394,1370.0027152763355,855.5971690764325,2333.0782595175538,0.09745796763193203,-753.2246704101562,18.784648895263672,-18.417396545410156,24.355018615722656,-11.442415237426758,1.0921940803527832,-18.422019958496094,-8.298202514648438,-14.0514554977417,-4.321993350982666,2.36376690864563,-4.451148986816406,-1.7799161672592163,-9.49642562866211,1.9077770709991455,-3.377281904220581,1.1693463325500488,-0.42093491554260254,-2.1623520851135254,0.5597420334815979
aJd51HXh44cpgSDg2EtCRINtiKD2,0.366060733795166,0.002951813628897071,2672.215500017704,1710.301500577002,4521.719749501887,0.2091924680159396,-645.043212890625,52.271034240722656,-19.800426483154297,37.35097885131836,-12.84229850769043,16.546234130859375,-42.920738220214844,-15.465300559997559,-18.193519592285156,-4.703707695007324,4.059741020202637,-14.126805305480957,-6.516091346740723,-14.341927528381348,2.377596616744995,-9.169628143310547,-2.1461071968078613,-2.876953601837158,-2.3884618282318115,-7.988154888153076
3qA9Ym3caTbMsegKE0yUvLdapHi1,0.3949654698371887,0.0006187266553752124,2225.5777254038294,2105.66827642445,4253.5181035850255,0.35180292274746194,-787.5988159179688,90.41473388671875,-19.37929344177246,-7.295677661895752,-27.27852439880371,-13.406617164611816,-8.402359962463379,2.897653102874756,-1.6177040338516235,1.3054746389389038,3.549633026123047,-5.499831676483154,-3.710899591445923,-6.436751365661621,-4.470544338226318,-6.097379207611084,-3.480530023574829,-1.7933458089828491,-0.744077205657959,0.3036768436431885
3qA9Ym3caTbMsegKE0yUvLdapHi1,0.35708487033843994,0.00040734923095442355,2187.150424192408,2158.2841977321605,4182.776498367537,0.3358194379664179,-808.7064208984375,93.14590454101562,-16.855915069580078,-4.897712230682373,-19.224699020385742,-8.947477340698242,-5.050510883331299,0.9566634893417358,-3.9671361446380615,-1.345546841621399,-0.42904871702194214,-5.4819488525390625,-3.507209062576294,-4.243586540222168,-5.715994358062744,-4.287502765655518,-2.548060655593872,-0.4482288956642151,-0.5110728740692139,0.18480825424194336
Kj5Pw7GpqlhOhtfYKysgdFZcijG3,0.601089596748352,0.003461978165432811,2863.4169921278353,1996.5414384240585,4981.669612673153,0.34195534094656993,-579.80712890625,32.060035705566406,-26.172809600830078,22.344900131225586,-19.124670028686523,-0.9962244629859924,-0.7653893828392029,-5.726078510284424,0.7465189099311829,-8.55771255493164,-2.8417115211486816,-6.823049545288086,-6.0351176261901855,-4.899010181427002,-1.3343592882156372,-3.468085289001465,-5.326796054840088,-2.0784072875976562,-6.482273578643799,-2.016284942626953
Kj5Pw7GpqlhOhtfYKysgdFZcijG3,0.5550462603569031,0.018409190699458122,2411.5131890296416,2177.6984492678334,4748.836234111345,0.403061861678508,-500.46075439453125,29.87398338317871,-3.8867924213409424,0.3801010251045227,-6.174112319946289,-4.807614326477051,-1.180656909942627,-1.6916509866714478,-3.887014389038086,-4.190506935119629,-2.8670718669891357,-2.9264609813690186,-1.387690782546997,-3.1265368461608887,-1.7058359384536743,-0.7816621661186218,-2.500199556350708,-0.9145680069923401,-1.3280967473983765,-2.1934292316436768
yT2MdQkNRvMvI418P1AQ2SystgE3,0.3859773278236389,0.030571602284908295,1807.6965322718422,1309.6419259608367,3105.547492588933,0.16142153532608697,-394.06475830078125,40.44516372680664,-21.108530044555664,18.522798538208008,-24.388683319091797,11.318831443786621,-17.118635177612305,-9.878899574279785,-6.314729690551758,-7.336188316345215,-1.9616438150405884,-4.563331604003906,-4.911293983459473,-5.309990882873535,4.544011116027832,-5.816233158111572,-1.3817532062530518,-5.297676086425781,-5.511551856994629,-5.439265727996826
yT2MdQkNRvMvI418P1AQ2SystgE3,0.49073877930641174,0.01835756003856659,2631.680084693054,1800.8483488677182,4789.784407130892,0.23209063799676524,-396.7634582519531,50.12333297729492,-55.182762145996094,27.24248695373535,-36.44709777832031,9.005792617797852,-32.43125534057617,1.7506664991378784,-18.74018096923828,-9.875356674194336,-0.47761133313179016,-5.128641605377197,-1.7890219688415527,-9.704174041748047,8.0597505569458,-10.212712287902832,0.3969597816467285,-10.544931411743164,-8.084975242614746,-8.28640079498291
AwfC9BfTQ1WYby8bEH1rzosHHN42,0.5915226936340332,0.026934918016195297,2454.305532704332,2105.2320383248757,4651.338799055233,0.3262687742248062,-465.1910400390625,41.221397399902344,12.297776222229004,18.698078155517578,-2.7533986568450928,0.42592257261276245,-4.431589603424072,0.07225961983203888,0.6034817695617676,-5.781185626983643,-0.8764843344688416,0.995700478553772,-0.21149088442325592,-0.7389965653419495,1.1987696886062622,-1.00022292137146,1.8071752786636353,-0.5614947080612183,-1.4570714235305786,1.3576347827911377
AwfC9BfTQ1WYby8bEH1rzosHHN42,0.5685407519340515,0.029715800657868385,2609.198601486608,1986.84384706922,4640.258988090183,0.29592232082201086,-478.06658935546875,49.19232940673828,18.85742950439453,33.83189392089844,-8.020232200622559,6.120880603790283,-5.4794487953186035,-6.9881367683410645,0.7868856191635132,-2.809439182281494,-2.163187026977539,2.9020578861236572,2.5730173587799072,-5.844690799713135,4.059846878051758,1.0874006748199463,0.43173378705978394,-2.0213167667388916,-2.1385293006896973,4.46423864364624
